linea,estacion,afluencia_media,afluencia_std,proporcion_prepago,proporcion_gratuidad,proporcion_boleto,nivel_saturacion_medio
9,CHILPANCINGO,33252.12538540596,10841.55547257819,0.8741618126255561,0.09689604038352924,0.028942146990914585,1.2995889003083247
9,CIUDAD DEPORTIVA,5096.560637204522,3654.172024726743,0.6658541068646132,0.14246878146445555,0.1916771116709312,1.2990750256937307
9,JAMAICA,9232.356628982528,2735.322400692903,0.632851476823241,0.1824893358350595,0.18465918734169942,1.2995889003083247
9,LAZARO CARDENAS,9819.542137718397,2585.854862953353,0.669643962873534,0.15038765169210386,0.17996838543436214,1.2995889003083247
9,MIXIUHCA,18008.799588900307,6201.520223434383,0.7406417233604871,0.11921980028535754,0.14013847635415544,1.2990750256937307
9,PANTITLAN,37164.612024665985,18547.350012062725,0.7229918414825857,0.08443445395570795,0.19257370456170633,1.2995889003083247
9,PATRIOTISMO,14425.139260020555,5415.3325129525365,0.7823320235771124,0.10214837890009024,0.11551959752279746,1.2995889003083247
9,PUEBLA,24071.408016443987,13723.269754574902,0.7108550443101763,0.10342972127198467,0.185715234417839,1.2995889003083247
9,TACUBAYA,47844.67780061665,16680.49371176917,0.7337032555180649,0.0798908366350752,0.18640590784685995,1.2995889003083247
9,VELODROMO,12331.329393627955,14521.536573640116,0.7143574812378708,0.1093767181769508,0.1762658005851784,1.2995889003083247
A,ACATITLA,13450.194244604316,3644.2582195113264,0.6877574705104916,0.11727879839644947,0.19496373109305895,1.2995889003083247
A,AGRICOLA ORIENTAL,9759.382322713258,2816.549111858791,0.6693640896642448,0.10914804129080284,0.22148786904495246,1.2995889003083247
A,CANAL DE SAN JUAN,10765.275436793423,2197.015627864928,0.5870205260487629,0.1639397409071529,0.2490397330440842,1.2990750256937307
A,GUELATAO,15641.591983556013,5304.646463317718,0.7265167437259946,0.12927774482281154,0.14420551145119387,1.2995889003083247
A,LA PAZ,35974.542137718396,10267.103957722755,0.7209956401368219,0.10687148114893044,0.17213287871424762,1.2995889003083247
A,LOS REYES,17098.323741007192,3732.764837992722,0.6949256893553655,0.14243169143344325,0.16264261921119133,1.2995889003083247
A,PANTITLAN,28611.71377183967,10502.357545384295,0.786807900245338,0.10923564336277689,0.10395645639188505,1.2995889003083247
A,PENON VIEJO,11246.028263103803,2673.3390383770657,0.6883157293485499,0.11851812251054195,0.1931661481409081,1.2995889003083247
A,SANTA MARTA,30162.869475847892,8181.72526550664,0.6980294761845701,0.10144948490419319,0.20052103891123677,1.2995889003083247
A,TEPALCATES,21534.718910585816,7102.45305989358,0.7574299854404456,0.11662848845815361,0.12594152610140072,1.2995889003083247
B,BOSQUE DE ARAGON,4525.101233299075,1288.2914747590241,0.7397769937722416,0.15804858033929198,0.10217442588846647,1.2995889003083247
B,BUENAVISTA,44682.13257965056,11625.103341106751,0.8061891473890548,0.09246666340807212,0.10134418920287312,1.2995889003083247
B,CIUDAD AZTECA,38020.357142857145,9437.85676148327,0.7611355683589386,0.14185487630056567,0.09700955534049573,1.2995889003083247
B,DEPORTIVO OCEANIA,11800.83556012333,3858.4455268262423,0.6918652561713666,0.1223674748615315,0.1857672689671019,1.2990750256937307
B,ECATEPEC,19585.21582733813,6109.495758010457,0.7160241400936453,0.1594542072887276,0.12452165261762704,1.2995889003083247
B,GARIBALDI/LAGUNILLA,5799.496916752312,1945.238575052488,0.6436694095542236,0.15955279621117682,0.19677779423459957,1.2985611510791366
B,GUERRERO,5362.898766700925,1321.0087325580505,0.7071478955818641,0.19245337801371817,0.10039872640441773,1.2985611510791366
B,IMPULSORA,18707.77183967112,5011.077517482586,0.6982324095022937,0.1488966705106227,0.15287091998708366,1.2995889003083247
B,LAGUNILLA,17512.88591983556,5526.953464225955,0.659431588224688,0.1324756848593129,0.2080927269159992,1.2990750256937307
B,MORELOS,4335.489722507708,1206.2786366555806,0.622770527803159,0.18885910456255955,0.1883703676342814,1.2995889003083247
B,MUZQUIZ,23271.59301130524,5263.554766630501,0.6860686115440991,0.14289409051568153,0.17103729794021932,1.2990750256937307
B,NEZAHUALCOYOTL,16733.067831449127,5283.852083434255,0.7295209560171678,0.15135312817058727,0.1191259158122449,1.2995889003083247
B,OCEANIA,7638.269270298048,2170.151661967318,0.6430932180523046,0.1993834679210822,0.15752331402661332,1.2995889003083247
B,OLIMPICA,13616.271325796506,3146.554137011053,0.6676189561616181,0.1542553259382525,0.1781257179001293,1.2990750256937307
B,PLAZA ARAGON,14997.978417266188,3191.326967326818,0.6444409424141162,0.16574525615941585,0.18981380142646806,1.2975334018499487
B,RICARDO FLORES MAGON,5465.399794450154,1492.8634253216844,0.7215248945167634,0.1355403018395686,0.1429348036436681,1.2990750256937307
B,RIO DE LOS REMEDIOS,14725.505138746146,3750.961476909477,0.7076272379674816,0.15840097729445718,0.13397178473806112,1.2995889003083247
B,ROMERO RUBIO,11809.957348406988,3551.311113072227,0.7376396485632698,0.10634356126204833,0.15601679017468192,1.2990750256937307
B,SAN LAZARO,15144.263617677287,5351.675042574828,0.6978420839336009,0.1327280196814522,0.16942989638494688,1.2990750256937307
B,TEPITO,18707.439876670094,5482.805628754977,0.6536526107113455,0.10684870614826032,0.23949868314039421,1.2995889003083247
B,VILLA DE ARAGON,11724.1443987667,4832.346498860658,0.7283016191677883,0.12523139947721446,0.14646698135499714,1.2995889003083247
